PERSON_ID,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FIRST_LAST,ROSTERSTATUS,FROM_YEAR,TO_YEAR,PLAYERCODE,PLAYER_SLUG,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,TEAM_SLUG,TEAM_CODE,GAMES_PLAYED_FLAG,OTHERLEAGUE_EXPERIENCE_CH
1641931,"Bitim, Onuralp",Onuralp Bitim,1,2023,2023,onuralp_bitim,onuralp_bitim,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,11
1641778,"Black, Leaky",Leaky Black,1,2023,2023,leaky_black,leaky_black,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
1631205,"Boeheim, Buddy",Buddy Boeheim,1,2022,2023,buddy_boheim,buddy_boeheim,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,11
202711,"Bogdanovic, Bojan",Bojan Bogdanovic,1,2014,2023,bojan_bogdanovic,bojan_bogdanovic,1610612752,New York,Knicks,NYK,knicks,knicks,Y,00
1629716,"Bolden, Marques",Marques Bolden,1,2019,2023,marques_bolden,marques_bolden,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
1630547,"Bouknight, James",James Bouknight,0,2021,2023,james_bouknight,james_bouknight,0,,,,,,Y,01
1629052,"Brissett, Oshae",Oshae Brissett,1,2019,2024,oshae_brissett,oshae_brissett,1610612738,Boston,Celtics,BOS,celtics,celtics,Y,01
1631167,"Brockington, Izaiah",Izaiah Brockington,0,2023,2023,izaiah_brockington,izaiah_brockington,0,,,,,,Y,11
1629717,"Brooks, Armoni",Armoni Brooks,0,2020,2023,armoni_brooks,armoni_brooks,0,,,,,,Y,11
1631112,"Brown, Kendall",Kendall Brown,1,2022,2023,kendall_brown,kendall_brown,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
1629650,"Brown, Moses",Moses Brown,1,2019,2024,moses_brown,moses_brown,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,11
1630535,"Brown III, Greg",Greg Brown III,1,2021,2023,greg_brown_iii,greg_brown_iii,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,11
1629718,"Brown Jr., Charlie",Charlie Brown Jr.,1,2019,2023,charles_brown,charlie_brown_jr,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11
1628972,"Brown Jr., Troy",Troy Brown Jr.,1,2018,2023,troy_brown_jr,troy_brown_jr,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01
203493,"Bullock Jr., Reggie",Reggie Bullock Jr.,1,2013,2023,reggie_bullock,reggie_bullock_jr,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,01
1630618,"Carton, D.J.",D.J. Carton,1,2023,2024,dj_carton,dj_carton,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
1630608,"Cazalon, Malcolm",Malcolm Cazalon,0,2023,2023,malcolm_cazalon,malcolm_cazalon,0,,,,,,Y,11
203496,"Covington, Robert",Robert Covington,1,2013,2023,robert_covington,robert_covington,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,01
1630622,"Crutcher, Jalen",Jalen Crutcher,0,2023,2023,jalen_crutcher,jalen_crutcher,0,,,,,,Y,11
1631098,"Davis, Johnny",Johnny Davis,1,2022,2024,johnny_davis,johnny_davis,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11
1641926,"Dennis, Dexter",Dexter Dennis,0,2023,2023,dexter_dennis,dexter_dennis,0,,,,,,Y,11
1629603,"Diakite, Mamadi",Mamadi Diakite,1,2020,2023,mamadi_diakite,mamadi_diakite,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11
1628977,"Diallo, Hamidou",Hamidou Diallo,0,2018,2023,hamidou_diallo,hamidou_diallo,0,,,,,,Y,11
1630929,"Drell, Henri",Henri Drell,1,2023,2023,henri_drell,henri_drell,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,11
1630537,"Duarte, Chris",Chris Duarte,1,2021,2024,chris_duarte,chris_duarte,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1628981,"Fernando, Bruno",Bruno Fernando,1,2019,2024,bruno_fernando,bruno_fernando,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,01
1630201,"Flynn, Malachi",Malachi Flynn,1,2020,2024,malachi_flynn,malachi_flynn,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01
1630259,"Ford, Jordan",Jordan Ford,1,2023,2023,jordan_ford,jordan_ford,1610612758,Sacramento,Kings,SAC,kings,kings,Y,11
1630235,"Forrest, Trent",Trent Forrest,1,2020,2023,trent_forrest,trent_forrest,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
203095,"Fournier, Evan",Evan Fournier,1,2012,2023,evan_fournier,evan_fournier,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,00
1631241,"Freeman-Liberty, Javon",Javon Freeman-Liberty,1,2023,2023,javon_freeman-liberty,javon_freeman-liberty,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
1641788,"Fudge, Alex",Alex Fudge,1,2023,2023,alex_fudge,alex_fudge,1610612742,Dallas,Mavericks,DAL,mavericks,mavericks,Y,11
1641847,"Funk, Andrew",Andrew Funk,1,2023,2023,andrew_funk,andrew_funk,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,11
1629117,"Gabriel, Wenyen",Wenyen Gabriel,0,2018,2023,wenyen_gabriel,wenyen_gabriel,0,,,,,,Y,11
201568,"Gallinari, Danilo",Danilo Gallinari,1,2008,2023,danilo_gallinari,danilo_gallinari,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,Y,00
1641945,"Galloway, Jaylin",Jaylin Galloway,1,2023,2023,jaylin_galloway,jaylin_galloway,1610612749,Milwaukee,Bucks,MIL,bucks,bucks,N,11
1630586,"Garuba, Usman",Usman Garuba,1,2021,2023,usman_garuba,usman_garuba,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,11
1629232,"Gates, Kaiser",Kaiser Gates,0,2023,2023,kaiser_gates,kaiser_gates,0,,,,,,Y,11
1628385,"Giles III, Harry",Harry Giles III,1,2017,2023,harry_giles,harry_giles_iii,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11
1631367,"Gilyard, Jacob",Jacob Gilyard,1,2022,2023,jacob_gilyard,jacob_gilyard,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,11
1628984,"Graham, Devonte'",Devonte' Graham,1,2018,2023,devonte_graham,devonte_graham,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
1630564,"Gray, RaiQuan",RaiQuan Gray,1,2022,2023,raiquan_gray,raiquan_gray,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,11
201980,"Green, Danny",Danny Green,0,2009,2023,danny_green,danny_green,0,,,,,,Y,01
1631100,"Griffin, AJ",AJ Griffin,1,2022,2023,aj_griffin,aj_griffin,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
1631338,"Gueye, Mouhamadou",Mouhamadou Gueye,1,2023,2023,mouhamadou_gueye,mouhamadou_gueye,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
1630204,"Hagans, Ashton",Ashton Hagans,1,2020,2023,ashton_hagans,ashton_hagans,1610612757,Portland,Trail Blazers,POR,blazers,blazers,Y,11
1630181,"Hampton, R.J.",R.J. Hampton,0,2020,2023,rj_hampton,rj_hampton,0,,,,,,Y,11
203925,"Harris, Joe",Joe Harris,0,2014,2023,joe_harris,joe_harris,0,,,,,,Y,01
1630284,"Harris, Kevon",Kevon Harris,1,2022,2023,kevon_harris,kevon_harris,1610612753,Orlando,Magic,ORL,magic,magic,Y,11
1627885,"Harrison, Shaquille",Shaquille Harrison,0,2017,2023,shaquille_harrison,shaquille_harrison,0,,,,,,Y,11
202330,"Hayward, Gordon",Gordon Hayward,1,2010,2023,gordon_hayward,gordon_hayward,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,00
1630792,"Hill, Malcolm",Malcolm Hill,1,2021,2023,malcolm_hill,malcolm_hill,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11
1630207,"Hinton, Nate",Nate Hinton,1,2020,2023,nate_hinton,nate_hinton,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,11
1641793,"Hodge, D'Moi",D'Moi Hodge,0,2023,2023,dmoi_hodge,dmoi_hodge,0,,,,,,Y,11
203200,"Holiday, Justin",Justin Holiday,1,2012,2023,justin_holiday,justin_holiday,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,01
1627863,"House Jr., Danuel",Danuel House Jr.,0,2016,2023,danuel_house,danuel_house_jr,0,,,,,,Y,01
1630562,"Hurt, Matt",Matt Hurt,0,2023,2023,matt_hurt,matt_hurt,0,,,,,,Y,11
1628382,"Jackson, Justin",Justin Jackson,0,2017,2023,justin_jackson,justin_jackson,0,,,,,,Y,11
202704,"Jackson, Reggie",Reggie Jackson,1,2011,2024,reggie_jackson,reggie_jackson,1610612743,Denver,Nuggets,DEN,nuggets,nuggets,Y,01
1630610,"Jarreau, DeJon",DeJon Jarreau,0,2021,2023,dejon_jarreau,dejon_jarreau,0,,,,,,Y,11
1641749,"Johnson, Keyontae",Keyontae Johnson,1,2023,2023,keyontae_johnson,keyontae_johnson,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,11
1627745,"Jones, Damian",Damian Jones,1,2016,2023,damian_jones,damian_jones,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01
1627788,"Korkmaz, Furkan",Furkan Korkmaz,0,2017,2023,furkan_korkmaz,furkan_korkmaz,0,,,,,,Y,01
1630240,"Lee, Saben",Saben Lee,1,2020,2023,saban_lee,saben_lee,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
1630184,"Lewis Jr., Kira",Kira Lewis Jr.,1,2020,2023,kira_lewis_jr,kira_lewis_jr,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11
1629642,"Little, Nassir",Nassir Little,1,2019,2023,nassir_little,nassir_little,1610612756,Phoenix,Suns,PHX,suns,suns,Y,01
1631254,"Lofton Jr., Kenneth",Kenneth Lofton Jr.,1,2022,2023,kenneth_lofton_jr,kenneth_lofton_jr,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11
201577,"Lopez, Robin",Robin Lopez,0,2008,2023,robin_lopez,robin_lopez,0,,,,,,Y,00
1641754,"Lundy, Seth",Seth Lundy,1,2023,2024,seth_lundy,seth_lundy,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
1630177,"Maledon, Theo",Theo Maledon,0,2020,2023,theo_maledon,theo_maledon,0,,,,,,Y,11
1626246,"Marjanovic, Boban",Boban Marjanovic,1,2015,2023,boban_marjanovic,boban_marjanovic,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,01
202083,"Matthews, Wesley",Wesley Matthews,1,2009,2023,wesley_matthews,wesley_matthews,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,00
1630219,"Mays, Skylar",Skylar Mays,1,2020,2023,skylar_mays,skylar_mays,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,11
1629667,"McDaniels, Jalen",Jalen McDaniels,1,2019,2024,jalen_mcdaniels,jalen_mcdaniels,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01
201580,"McGee, JaVale",JaVale McGee,1,2008,2023,javale_mcgee,javale_mcgee,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1641877,"Mensah, Nathan",Nathan Mensah,0,2023,2023,nathan_mensah,nathan_mensah,0,,,,,,Y,11
1629002,"Metu, Chimezie",Chimezie Metu,1,2018,2023,chimezie_metu,chimezie_metu,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01
1630600,"Mobley, Isaiah",Isaiah Mobley,1,2022,2024,isaiah_mobley,isaiah_mobley,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,11
1629875,"Moon, Xavier",Xavier Moon,1,2021,2023,xavier_moon,xavier_moon,1610612746,LA,Clippers,LAC,clippers,clippers,Y,11
202694,"Morris Sr., Marcus",Marcus Morris Sr.,1,2011,2023,marcus_morris,marcus_morris_sr,1610612739,Cleveland,Cavaliers,CLE,cavaliers,cavaliers,Y,01
203488,"Muscala, Mike",Mike Muscala,1,2013,2023,mike_muscala,mike_muscala,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,01
1630227,"Nix, Daishen",Daishen Nix,1,2021,2024,daishen_nix,daishen_nix,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,11
1641806,"Nowell, Markquis",Markquis Nowell,0,2023,2023,markquis_nowell,markquis_nowell,0,,,,,,Y,11
1628373,"Ntilikina, Frank",Frank Ntilikina,0,2017,2023,frank_ntilikina,frank_ntilikina,0,,,,,,Y,00
1629670,"Nwora, Jordan",Jordan Nwora,1,2020,2023,jordan_nwora,jordan_nwora,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,01
1630647,"Omoruyi, Eugene",Eugene Omoruyi,1,2021,2023,eugene_omoruyi,eugene_omoruyi,1610612764,Washington,Wizards,WAS,wizards,wizards,Y,11
1626224,"Osman, Cedi",Cedi Osman,1,2017,2023,cedi_osman,cedi_osman,1610612759,San Antonio,Spurs,SAS,spurs,spurs,Y,01
1641970,"Pereira, Maozinha",Maozinha Pereira,0,2023,2023,maozinha_pereira,maozinha_pereira,0,,,,,,Y,11
1630196,"Petrusev, Filip",Filip Petrusev,0,2023,2023,filip_petrusev,filip_petrusev,0,,,,,,Y,00
1630197,"Pokusevski, Aleksej",Aleksej Pokusevski,1,2020,2023,aleksej_pokusevski,aleksej_pokusevski,1610612766,Charlotte,Hornets,CHA,hornets,hornets,Y,11
1629007,"Porter, Jontay",Jontay Porter,0,2019,2023,jontay_porter,jontay_porter,0,,,,,,Y,11
203490,"Porter Jr., Otto",Otto Porter Jr.,0,2013,2023,otto_porter_jr,otto_porter_jr,0,,,,,,Y,00
1630554,"Preston, Jason",Jason Preston,1,2021,2023,jason_preston,jason_preston,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,11
1630563,"Primo, Joshua",Joshua Primo,0,2021,2023,joshua_primo,joshua_primo,0,,,,,,Y,11
1630186,"Ramsey, Jahmi'us",Jahmi'us Ramsey,0,2020,2023,jahmius_ramsey,jahmius_ramsey,0,,,,,,Y,11
1629629,"Reddish, Cam",Cam Reddish,1,2019,2024,cameron_reddish,cam_reddish,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,00
1626196,"Richardson, Josh",Josh Richardson,1,2015,2024,josh_richardson,josh_richardson,1610612748,Miami,Heat,MIA,heat,heat,Y,01
1629010,"Robinson, Jerome",Jerome Robinson,1,2018,2023,jerome_robinson,jerome_robinson,1610612744,Golden State,Warriors,GSW,warriors,warriors,Y,11
201565,"Rose, Derrick",Derrick Rose,1,2008,2023,derrick_rose,derrick_rose,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,00
1630346,"Ryan, Matt",Matt Ryan,1,2021,2024,matt_ryan,matt_ryan,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11
1629677,"Samanic, Luka",Luka Samanic,1,2019,2023,luka_samanic,luka_samanic,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
1631257,"Samuels Jr., Jermaine",Jermaine Samuels Jr.,1,2023,2023,jermaine_samuels_jr,jermaine_samuels_jr,1610612745,Houston,Rockets,HOU,rockets,rockets,Y,11
1641766,"Sanogo, Adama",Adama Sanogo,1,2023,2024,adama_sanogo,adama_sanogo,1610612741,Chicago,Bulls,CHI,bulls,bulls,Y,11
1630846,"Sarr, Olivier",Olivier Sarr,1,2021,2023,olivier_sarr,olivier_sarr,1610612760,Oklahoma City,Thunder,OKC,thunder,thunder,Y,11
1629678,"Schofield, Admiral",Admiral Schofield,1,2019,2023,admiral_schofield,admiral_schofield,1610612753,Orlando,Magic,ORL,magic,magic,Y,01
1631220,"Seabron, Dereon",Dereon Seabron,1,2022,2023,dereon_seabron,dereon_seabron,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,11
1628424,"Simmons, Kobi",Kobi Simmons,0,2017,2023,kobi_simmons,kobi_simmons,0,,,,,,Y,11
1630285,"Simpson, Zavier",Zavier Simpson,0,2021,2023,zavier_simpson,zavier_simpson,0,,,,,,Y,11
1631376,"Skapintsev, Dmytro",Dmytro Skapintsev,0,2023,2023,dmytro_skapintsev,dmytro_skapintsev,0,,,,,,Y,11
1641771,"Slawson, Jalen",Jalen Slawson,1,2023,2023,jalen_slawson,jalen_slawson,1610612758,Sacramento,Kings,SAC,kings,kings,Y,11
1630606,"Smart, Javonte",Javonte Smart,0,2021,2023,javonte_smart,javonte_smart,0,,,,,,Y,11
202397,"Smith, Ish",Ish Smith,0,2010,2023,ish_smith,ish_smith,0,,,,,,Y,01
1631173,"Smith, Terquavion",Terquavion Smith,1,2023,2023,terquavion_smith,terquavion_smith,1610612755,Philadelphia,76ers,PHI,sixers,sixers,Y,11
1628372,"Smith Jr., Dennis",Dennis Smith Jr.,1,2017,2023,dennis_smith_jr,dennis_smith_jr,1610612751,Brooklyn,Nets,BKN,nets,nets,Y,01
1631306,"Swider, Cole",Cole Swider,1,2022,2024,cole_swider,cole_swider,1610612748,Miami,Heat,MIA,heat,heat,Y,11
1628464,"Theis, Daniel",Daniel Theis,1,2017,2024,daniel_theis,daniel_theis,1610612746,LA,Clippers,LAC,clippers,clippers,Y,00
202738,"Thomas, Isaiah",Isaiah Thomas,1,2011,2023,isaiah_thomas,isaiah_thomas,1610612756,Phoenix,Suns,PHX,suns,suns,Y,11
1629308,"Toscano-Anderson, Juan",Juan Toscano-Anderson,0,2019,2023,juan_toscano-anderson,juan_toscano-anderson,0,,,,,,Y,11
1628426,"Vezenkov, Sasha",Sasha Vezenkov,1,2023,2023,sasha_vezenkov,sasha_vezenkov,1610612758,Sacramento,Kings,SAC,kings,kings,Y,00
1630688,"Wainright, Ish",Ish Wainright,1,2021,2023,ish_wainright,ish_wainright,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
203933,"Warren, T.J.",T.J. Warren,1,2014,2023,tj_warren,tj_warren,1610612750,Minnesota,Timberwolves,MIN,timberwolves,timberwolves,Y,01
1630613,"Washington Jr., Duane",Duane Washington Jr.,1,2021,2023,duane_washington_jr,duane_washington_jr,1610612752,New York,Knicks,NYK,knicks,knicks,Y,11
1629139,"Watanabe, Yuta",Yuta Watanabe,1,2018,2023,yuta_watanabe,yuta_watanabe,1610612763,Memphis,Grizzlies,MEM,grizzlies,grizzlies,Y,01
1631298,"White, Jack",Jack White,0,2022,2023,jack_white,jack_white,0,,,,,,Y,11
1629623,"Wigginton, Lindell",Lindell Wigginton,0,2021,2023,lindell_wigginton,lindell_wigginton,0,,,,,,Y,01
1631214,"Williams, Alondes",Alondes Williams,1,2022,2024,alondes_williams,alondes_williams,1610612748,Miami,Heat,MIA,heat,heat,Y,11
1642013,"Williams, Malik",Malik Williams,1,2023,2023,malik_williams,malik_williams,1610612761,Toronto,Raptors,TOR,raptors,raptors,Y,11
1628391,"Wilson, D.J.",D.J. Wilson,0,2017,2023,d.j._wilson,dj_wilson,0,,,,,,Y,11
1629685,"Windler, Dylan",Dylan Windler,1,2019,2023,dylan_windler,dylan_windler,1610612737,Atlanta,Hawks,ATL,hawks,hawks,Y,11
1630164,"Wiseman, James",James Wiseman,1,2020,2025,james_wiseman,james_wiseman,1610612765,Detroit,Pistons,DET,pistons,pistons,Y,01
1631209,"Wong, Isaiah",Isaiah Wong,1,2023,2024,isaiah_wong,isaiah_wong,1610612754,Indiana,Pacers,IND,pacers,pacers,Y,11
1626174,"Wood, Christian",Christian Wood,1,2015,2023,christian_wood,christian_wood,1610612747,Los Angeles,Lakers,LAL,lakers,lakers,Y,01
201152,"Young, Thaddeus",Thaddeus Young,1,2007,2023,thaddeus_young,thaddeus_young,1610612756,Phoenix,Suns,PHX,suns,suns,Y,00
1630209,"Yurtseven, Omer",Omer Yurtseven,1,2020,2023,omer_yurtseven,omer_yurtseven,1610612762,Utah,Jazz,UTA,jazz,jazz,Y,01
203469,"Zeller, Cody",Cody Zeller,1,2013,2023,cody_zeller,cody_zeller,1610612740,New Orleans,Pelicans,NOP,pelicans,pelicans,Y,00
